username,datetime,tweet,cleaned_tweet,target,tweet_compound,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy,second/thirdperson,firstperson,sadness/loneliness,suicidal,primarysupport,troubleconcentrate,worthlessness/guilt,housing,disturbedsleep,occupational,fatigue/lossenergy,weight/appetite,agitation/retardation,topic
mittsbun,18/12/2021 20:37,??OFFLINE??  Thanks so much for the raids @Octopple @shadowwulf82 @nubsterjoey @UButter4 @ZaraUnityMaster @dracoshroobrc @S1LENTK1TTEN! Halo with the mighty friends was a blast. We sent the love over to @anvalina who was playing hypixel.,offline thanks much raid halo mighty friend blast we send love play hypixel,normal,0.9224,0.166666667,0.166666667,0,0.111111111,0.111111111,0.166666667,0.111111111,0,0,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0,0,4
kateconroy23,18/12/2021 20:37,@FPL_Harry any tips with me with 2.7 in the bank??  https://t.co/z6kmWethNC,tip me bank,normal,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
poongs_j,18/12/2021 20:37,The way Bright kept his hands on Tu and guided her down!!! ?????? #BrightTu #F4Thailand  https://t.co/ob65gZoJTp,way bright keep his hand tu guide her,normal,0.6943,0,0,0,0.5,0,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
sajal_o,18/12/2021 20:37,About Figuring out the best game for your life.,figure best game your life,normal,0.6369,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
rabbidanny,18/12/2021 20:37,"Ride 300 in the books. No shout out from @yoiamsamyo, but some great music and a good ride to start the day. Still so impressed at how @onepeloton gets me moving and working out on a regular basis.  https://t.co/csyXJGckRr",ride book no shout great music good ride start day still impressed get me move work regular basis,normal,0.9467,0,0.090909091,0.181818182,0.090909091,0.181818182,0.181818182,0,0.090909091,0,0.181818182,0,1,0,0,0,0,0,0,0,0,0,0,0,4
b_fernands1,18/12/2021 20:37,Am following all the first 30 new followers now ???,follow first new follower,normal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
tedzanzibar,18/12/2021 20:37,@RichDMay This has reminded me of my first PC - an already old 286 that sat underneath the monitor and had a lid that opened like a car bonnet. They need to bring back those style cases!,remind me my first pc already old sit underneath monitor lid open like car bonnet they need bring back style case,normal,0.4199,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,7
tycactus,18/12/2021 20:37,It's not just the items?? the skills are on point #Blacklistinternational #breakthecode,it not item skill point,normal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
epwvlaw,18/12/2021 20:37,"Thanks @IBtalking and @LuckyCharms1961 for the COATS, and thanks Jesse for the read. @cspanwj",thanks coat thanks jesse read,normal,0.7003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7warrington,18/12/2021 20:37,@ArmyofShadows2 @DisabledJourno @PicturePrfct09 @TyrantFinder Thanks for the links. All now followed,thanks link follow,normal,0.4404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
unbalancedcsaw,18/12/2021 20:37,"@mbzovik @Nerdrotics @HAWTToys @GeeksGamersCom @KinelRyan @ChrissieMayr @xraygirl_ One of the most popular ""continental"" beers here in the UK!",one popular continental beer uk,normal,0.5244,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6
o12s_,18/12/2021 20:37,"in 6.0, but I can't expect people to play it like I played (ignore the bird and the divorcees, focus on the robot) just so they get ""emotional payoff"". It's such a subjective experience!",i not expect people play it like i play ignore bird divorcee focus robot they get emotional payoff it subjective experience,normal,0.9009,0,0,0.166666667,0.166666667,0.166666667,0.333333333,0.166666667,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,7
reversesay,18/12/2021 20:37,@PangeyP @DoggoWasTaken Doggo us canonically apart of the mafia,doggo us canonically apart mafia,normal,0,0.5,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
bobbybalmoral,18/12/2021 20:37,"@Medic_Russell His name is George. He wandered into out house as a teeny kitten last June, and stole my dinner. He has a chip with nothing on it, and hasn't been reported missing, so he has gone from being ""not our cat"", to officially ""our cat"" in the last two months.",his name george he wander house teeny kitten last june stole my dinner he chip nothing it not report miss he go not our cat officially our cat last two month,normal,0.2235,0,0,0,0.25,0,0.5,0,0,0,0.25,5,3,0,0,0,0,0,0,0,0,0,0,0,6
chrischinaire,18/12/2021 20:37,"@BBGAfrica About time Africa is recognised as a contributor, an active participant and take off the spectator garment.",time africa recognise contributor active participant take spectator garment,normal,0.4019,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
umhayithepoet,18/12/2021 20:37,@Maqhawe_Ngubane Peaceful is better,peaceful well,normal,0.7269,0,0,0.2,0.2,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,9
toyadoitbig,18/12/2021 20:37,Please let the people learn this,please let people learn,normal,0.3182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
emojiprincesses,18/12/2021 20:37,"? ? ?  ????         ???? ?   ????????     ??   ??    ????  ????    ? ?????? ? ???????? ?    ??     ??  loyal subjects, i'm the princess of badminton",loyal subject i princess badminton,normal,0.6199,0.142857143,0,0,0.142857143,0.142857143,0.285714286,0.142857143,0,0,0.142857143,0,1,0,0,0,0,0,0,0,0,0,0,0,1
shottapuele1,18/12/2021 20:37,"@AgyeiOwura In ""things fall apart"" Achebe said the white man built their schools and churches at the outskirts of the village. And they invited their children to their schools and churches and taught them their ways. All these while the aged were laughing at their folly...only if they knew.",thing fall apart achebe say white man build their school church outskirt village they invite their child their school church teach them their way age laugh their folly they know,normal,0.4939,0,0,0.151515152,0.212121212,0.090909091,0.242424242,0.060606061,0.03030303,0,0.212121212,8,0,1,0,0,0,0,0,0,0,0,0,0,7
ademoladelakun,18/12/2021 20:37,"Ball control, pace control, dribbling, awareness, intelligence. That's how he did it. He's the best at it. They're also some of the million reasons he's the greatest ever.",ball control pace control dribble awareness intelligence he it he best it they also million reason he great ever,normal,0.91,0.2,0,0,0.2,0,0.4,0,0,0,0.2,6,0,0,0,0,0,0,0,0,0,0,0,0,4
barristerdrew,18/12/2021 20:37,@neiltimbs Charmoo with the touchscreen analysis!! Goal there!,charmoo touchscreen analysis goal,normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jamie_1886,18/12/2021 20:37,"Heres to the boys that fear no noise  and never will surrender, The gates well close against our foes  on the 18th of December ????  VVV ?????????  https://t.co/Oo0xWi1Gxn",boy fear no noise never surrender gate well close our foe december vv,normal,-0.8053,0.230769231,0.153846154,0,0.076923077,0,0,0.384615385,0.076923077,0.076923077,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
ochisae01,18/12/2021 20:37,@iltaen Tea.  Coffee is notorious for sending people a trip to the bathroom.,tea coffee notorious send people trip bathroom,normal,-0.4404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
brigfhk,18/12/2021 20:37,"@PhDHoffmann @philosophytweet Do we believe in collective unconscious and transfer of memory from the time of creation? Does the human life started before or after Big Bang and if after millions of years through evolution,then how we see images? Can the Big Bang be part of the plan of the Creator?Just a step.",we believe collective unconscious transfer memory time creation human life start big bang million year evolution we see image big bang part plan creator step,normal,0.3899,0.117647059,0.117647059,0.176470588,0,0.117647059,0.058823529,0.176470588,0.117647059,0.117647059,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3
awarenft,18/12/2021 20:37,@bigger Were in the placentaverse! Thanks and right back at cha ???,placentaverse thanks right back cha,normal,0.5764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
roccohowat1,18/12/2021 20:37,"@jojo_marsh JoJo, I thought you were from the US. How would you know what a pie floater is?    And whats fritz?",jojo i think you us would you know pie floater fritz,normal,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3
ameenhassana,18/12/2021 20:37,@Hussy_ameen My love. Its the post credit scenes for me????,my love its post credit scene me,normal,0.8299,0,0,0,0.25,0,0.5,0,0,0,0.25,1,2,0,0,0,0,0,0,0,0,0,0,0,4
realscientist7,18/12/2021 20:37,"@DGonSocial I definitely agree, showing yourself to be more human and less of a business is a great way to increase your profit and your audience",i definitely agree show yourself human less business great way increase your profit your audience,normal,0.926,0,0,0.25,0.25,0,0.5,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3
kazuhive,18/12/2021 20:37,just realized i dont have ss of any 5* in a 10 pull bc i never got any of them with the wishes i saved so it took me single pulls to get them  https://t.co/AIWJkObaot,realize i not pull i never get them wish i save it take me single pull get them,normal,0.5267,0,0,0,0.2,0,0.6,0,0,0,0.2,3,4,0,0,0,0,0,0,0,0,0,0,0,9
pizzakatzen,18/12/2021 20:37,"@depphead_ Hell yeah, I'll be doing the same!",hell yeah i,normal,-0.5707,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
ladytrumpington,18/12/2021 20:37,"If you allow yourself to even do a single day of lockdown, the two weeks will become a month, three months, six months..there will be no job to go back to, no functioning economy and then they will come for your savings and assets.",you allow yourself even single day lockdown two week become month three month six month no job go back no function economy they come your saving asset,normal,-0.2023,0,0,0,0.5,0,0.5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
iukefourth,18/12/2021 20:37,@cityreport_ @sterling7 Having a cheeky vimto watching  Middlesbrough Bournemouth with the misses,cheeky vimto watch middlesbrough bournemouth miss,normal,-0.2263,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
iseethetruth84,18/12/2021 20:37,My cousins my aunt her sisters Facebook accounts were all hacked into especially when I wasnt on Facebook during that time my cousin husband who doesnt ever sent me a private message on Facebook had sent me pornography link so I new that wasnt my cousin husband who had sent,my cousin my aunt her sister facebook account hack especially i not facebook time my cousin husband not ever send me private message facebook send me pornography link i new not my cousin husband send,normal,-0.4019,0,0,0.166666667,0.333333333,0,0.166666667,0.166666667,0,0.166666667,0,1,8,0,0,0,0,0,0,0,0,0,0,0,7
discipleaesop,18/12/2021 20:37,"@MdBreathe Did they get tested because they were exhibiting symptoms, or did they get tested because testing was part of the regimen of an office visit for other reasons?",they get test they exhibit symptom they get test test part regimen office visit reason,normal,0,0,0,0,0,0,0.666666667,0.333333333,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
tomdouglas16,18/12/2021 20:37,"@zarahsultana @simonmaginn We're not convinced that the NHS, nor the UK for that matter, would be any safer with @Keir_Starmer and the Blairite cabal.",we not convince nhs uk matter would safer blairite cabal,normal,0.1635,0.2,0,0.2,0.2,0,0.2,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jackiebryson60,18/12/2021 20:37,@Jim_Jordan Hes never flip flopped!! Do you have hearing problems  ? I trust Fauci I do not trust 90% if the GOP!,he never flip flop you hear problem i trust fauci i not trust gop,normal,0.6981,0.125,0,0,0.25,0,0,0.25,0.25,0.125,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5
drgaryexman,18/12/2021 20:37,"To help us in these tragedies of vicious tornadoes, misinterpreted COVID, Politicall discord and fighting in the streets?  As believers.. Much prayer Gather around loved ones Share with needy in charity and help Go to houses of worship Celebrate Christmas@[301310208565768:11809:]",help us tragedy vicious tornado misinterpret covid politicall discord fighting street believer much prayer gather around love one share needy charity help go house worship celebrate,normal,0.7096,0.111111111,0.111111111,0.074074074,0.111111111,0,0.148148148,0.185185185,0.037037037,0.074074074,0.148148148,0,1,1,0,0,0,0,0,0,0,0,0,0,7
dannmustdie,18/12/2021 20:37,@M1dgar Mate I cant stop watching it. The animation is incredible and the song choice is just perfect ??,mate i not stop watch it animation incredible song choice perfect,normal,0.7139,0.111111111,0,0.222222222,0.222222222,0,0.333333333,0,0,0,0.111111111,1,1,0,0,0,0,0,0,0,0,0,0,0,4
nonsonwune,18/12/2021 20:37,"Avoid Aero Contractors at all costs, this is the dumbest airline ever. Avoid it at all costs",avoid aero contractor cost dumb airline ever avoid it cost,normal,-0.7717,0.4,0,0,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
jondcomedy,18/12/2021 20:37,@peeweeherman Hey it's me trying to collect the scraps I get for doing my podcast.,hey it me try collect scrap i get my podcast,normal,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
caffeinateddom,18/12/2021 20:37,"That was the weirdest ""Compliment"" she has ever heard buuuut more pokes will be delivered.  ?You know Judgy, you look quite adorable with a blush on your face. ?",weird compliment she ever hear buut poke deliver you know judgy you look quite adorable blush your face,normal,0.4503,0,0,0.166666667,0.083333333,0.083333333,0.166666667,0.25,0,0.083333333,0.166666667,4,0,0,0,0,0,0,0,0,0,0,0,0,7
warlockbanshee,18/12/2021 20:37,@TinyTone81 @danielesesta It feels like that scenario when a tie gets caught in the garbage disposal - the more one tries to wriggle out the more one ensnares themselves.,it feel like scenario tie get catch garbage disposal one try wriggle one ensnare themselves,normal,0.3612,0,0,0,0,0.25,0,0.5,0,0.25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7
henrikmaihack,18/12/2021 20:37,From the editors picks in the latest @thecontinent_: What was the biggest African story of the year? @namlyd: The discontent of Africas young people and the political organising or unrest that has come from that,editor pick late big african story year discontent africas young people political organising unrest come,normal,0,0.142857143,0.071428571,0.071428571,0,0.071428571,0.142857143,0.142857143,0.214285714,0.071428571,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,3
wp34sweet,18/12/2021 20:37,He rules the world with truth and grace,he rule world truth grace,normal,0.6249,0.2,0,0,0.4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
andrewmanley1,18/12/2021 20:37,@BostonGlobe Interesting headline. Almost like you forgot the terroristic event that preceded the crash,interest headline almost like you forget terroristic event precede crash,normal,-0.4754,0.142857143,0,0,0,0.142857143,0.285714286,0.285714286,0.142857143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
patadamiak,18/12/2021 20:37,"@NBCNews A 110 years for this guy, yet a guy whole aggressively bashed cops who were defending the US Capitol with a fire extinguisher gets 5 years?",year guy yet guy whole aggressively bash cop defend us capitol fire extinguisher get year,normal,-0.5719,0.6,0,0,0.2,0,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
lastemcee,18/12/2021 20:37,"Patience, compassion, understanding, humility.. every day better than the last..  U comes before I..   Good Morning, you Glorious Beings ?? As a suggestion.. vibe up, perhaps",patience compassion understand humility every day well last you come i good morning you glorious suggestion vibe perhaps,normal,0.924,0.083333333,0,0.166666667,0.25,0.083333333,0.333333333,0,0,0,0.083333333,2,1,0,0,0,0,0,0,0,0,0,0,0,6
pedropaddy,18/12/2021 20:37,"We're all worrying about the transmission rate of Omicron but why aren't we talking about there being 90,000 Delta cases yesterday?  https://t.co/mksJJpzmkK",we worry transmission rate omicron not we talk delta case yesterday,normal,-0.1779,0.25,0,0.125,0,0,0.125,0.25,0.25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
theadamsass,18/12/2021 20:37,@LaurenMKalt Thank you Lauren! Yes weve been fortunate we were able to turn this around as quickly as we did. Im glad its been a hopeful story for you. Wishing the best for you!,thank you lauren yes we fortunate we able turn around quickly we i glad its hopeful story you wish best you,normal,0.9642,0,0,0.222222222,0.111111111,0.111111111,0.333333333,0,0,0,0.222222222,4,4,0,0,0,0,0,0,0,0,0,0,0,4
akshay001,18/12/2021 20:37,Nashoma talks about her mom being an inspiration ??????? saying she supported her right through the journey &amp; that she has been her idol her entire life. Nashomas father also served in the armed forces ????????  7/n,nashoma talk her mom inspiration say she support her right journey she her idol her entire life nashomas father also serve armed force n,normal,0.7691,0.157894737,0.105263158,0.105263158,0.105263158,0,0.263157895,0.157894737,0,0,0.105263158,6,0,0,0,0,0,0,0,0,0,0,0,0,3
briansparrow191,18/12/2021 20:37,@OneMorePoint1 I loved that day. Not sure how many we took in the end but the noise was superb. City fans were great that day as well but that was the Kippax in the good old days.,i love day not sure many we take end noise superb city fan great day well kippax good old day,normal,0.9673,0,0,0.111111111,0.111111111,0.111111111,0.333333333,0.111111111,0,0,0.222222222,0,2,0,0,0,0,0,0,0,0,0,0,0,4
minyoongitoe,18/12/2021 20:37,"@jenijennia Her husband checks her phone daily, bar is that low  She was a smart girl with opinions during the 5 years we had together, hoping she'll get out of this mess",her husband check her phone daily bar low she smart girl opinion year we together hop she get mess,normal,0.1343,0,0,0.333333333,0,0,0,0.333333333,0,0.333333333,0,4,1,0,0,0,0,0,0,0,0,0,0,0,7
ankit_oni,18/12/2021 20:37,@aajtak What do you mean the word #KANYADAAN,you mean word,normal,0,0,0,0,0.5,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
lemon_tart01,18/12/2021 20:37,@Shai_Nefer_ I think I'll list it tomorrow. Because tomorrow voting is closed for the art competition ??,i think i list it tomorrow tomorrow voting close art competition,normal,0,0,0,0.444444444,0,0.111111111,0.111111111,0.111111111,0.111111111,0,0.111111111,1,2,0,0,0,0,0,0,0,0,0,0,0,4
la_tisha,18/12/2021 20:37,@Losofresh456 @MostHighNaj I was about to say we werent learning with hands on things like this. It was all abstract and math work. I loved the math part though!,i say we not learn hand thing like it abstract math work i love math part though,normal,0.7712,0,0,0,0,0,0.666666667,0,0,0,0.333333333,1,3,0,0,0,0,0,0,0,0,0,0,0,3
toouglytodie,18/12/2021 20:37,funny how I've met people that do meth/share needles/snort cheap cocaine but getting the vaccine it's too unsafe,funny i meet people meth share needle snort cheap cocaine get vaccine it unsafe,normal,0.2382,0.083333333,0,0.083333333,0.083333333,0,0.25,0.25,0.166666667,0,0.083333333,1,1,0,0,0,0,0,0,0,0,0,0,0,1
jc22670,18/12/2021 20:37,@BreitbartNews Sounds good to me...the people of Kentucky know the real truth....,sound good me people kentucky know real truth,normal,0.4404,0,0,0.111111111,0.333333333,0.111111111,0.333333333,0,0,0,0.111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,9
saragceli,18/12/2021 20:37,"I've seen this a lot recently, so I'm going to share a big secret.  Ready for it?   You CAN yell fire in a crowded theater. You absolutely can. Over 50 years ago, the Supreme Court ruled illegality depends on the circumstances around doing so.  It's different for every case.",i see lot recently i go share big secret ready it you yell fire crowded theater you absolutely year ago supreme court rule illegality depend circumstance around it different every case,normal,0.7096,0.230769231,0.115384615,0.153846154,0.153846154,0.038461538,0.076923077,0.115384615,0.038461538,0.038461538,0.038461538,4,2,0,0,0,0,0,0,0,0,0,0,0,3
theblackelton,18/12/2021 20:37,Are you really a muvenda?????,you really muvenda,normal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
javaallalong,18/12/2021 20:37,Me at 12 getting internet for the first time ????,me get internet first time,normal,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
blindpete,18/12/2021 20:37,"@sherrod_im @DonkeySanctuary I just dropped by the donate page ?? From LDN I would train to Exeter then bus, only is half a day to go not very far in real terms.",i drop donate page ldn i would train exeter bus half day go not far real term,normal,0,0,0,0,0.5,0,0.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3
ciogloriana,18/12/2021 20:37,@pahstasauce Love them! I totally should paint my nails red again rn ?,love them i totally paint my nail red right,normal,0.6696,0,0,0,0,0,0.5,0,0,0,0.5,1,2,0,0,0,0,0,0,0,0,0,0,0,4
daybreaktank,18/12/2021 20:37,No you didn't but that's fine. The air is hanging low. The fpro? t,no you not fine air hang low fpro,normal,-0.6295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
markbarry67,18/12/2021 20:37,"So the agreement between the Tories and media has been titled ""The Golden Rule""?   At least its been confirmed that the rule is certainly in place.",agreement tory medium title golden rule least its confirm rule certainly place,normal,0.7076,0.25,0,0,0.5,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
valentinesue1,18/12/2021 20:37,@SthembiD Welcome back to the club sis??????,welcome back club si,normal,0.6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
helsmels44,18/12/2021 20:37,"@VeDolution @MumbrianSpinner But if you dont adhere to the letter, agree with that particular type of feminism or anti misogyny. Or just misread signs. Then bloody hell,  the pile ons are spectacular,  and very uncomfortable.  We dont have long its later than you think! Ffs!",you not adhere letter agree particular type feminism anti misogyny misread sign bloody hell pile ons spectacular uncomfortable we not long its later you think ffs,normal,-0.9492,0.125,0.125,0.1875,0,0.0625,0.0625,0.1875,0.125,0.125,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3
jarr_20,18/12/2021 20:37,"Konro is an Indonesian rib soup originating from Makassar, South Sulawesi, Indonesia. Usually this soup was made with ribs, such as spareribs or beef as main ingredient. The soup is brown-black in color and eaten either with burasa, ketupat or rice.  https://t.co/4MA6SWuLhL",konro indonesian rib soup originate makassar south sulawesi indonesia usually soup make rib sparerib beef main ingredient soup brown black color eat either burasa ketupat rice,normal,0,0,0,0,0,0,0.714285714,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
lspouliot,18/12/2021 20:37,@aiviskalnins Hope the best for him but he was average at best in the ECHL and not good enough for AHL. no consistency and not enough intensity.,hope best him he average best echl not good enough ahl no consistency not enough intensity,normal,0.6642,0,0,0.166666667,0.25,0.166666667,0.25,0,0,0,0.166666667,2,0,0,0,0,0,0,0,0,0,0,0,0,3
lockymc52,18/12/2021 20:37,"@nealerichmond @IrishTimes @IrelandsFuture 99% of us didn't know you were a Southern Protestant until now, and it doesn't make a blind bit of difference to the majority of us.",us not know you southern protestant it not make blind bit difference majority us,normal,0.3089,0.2,0,0,0.2,0,0.2,0.2,0,0,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,3
jonquillucy,18/12/2021 20:37,@LMB_teach @scot_tigger Surprised they haven't found him a job in the hospital..  Heartless doesn't even begin to cover it.,surprise they not find him job hospital heartless not even begin cover it,normal,-0.3182,0.181818182,0,0,0.181818182,0.090909091,0.181818182,0.090909091,0.181818182,0,0.090909091,3,0,0,0,0,0,0,0,0,0,0,0,0,1
jellycolaaaa,18/12/2021 20:37,the guard pushed the teacher! he was the one and it is said that it's protect haruto.. now I really want to know haruto's back story,guard push teacher he one it say it protect haruto i really want know haruto back story,normal,0.54,0.166666667,0,0,0.333333333,0,0.5,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,7
markjoelcaplin,18/12/2021 20:37,@ScottAdamsSays They probably say the same thing as the FOX employees,they probably say thing fox employee,normal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
fpl_sandwich,18/12/2021 20:37,Youd have thought making transfers an hour before the deadline would be safe to do,you would think make transfer hour deadline would safe,normal,0.4404,0,0,0,0.333333333,0,0.333333333,0,0,0,0.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,4
abbstractedmind,18/12/2021 20:37,I found out my muse's love language is making art for the people they love.  They have been sending me so much art ??,i find my muse love language make art people they love they send me much art,normal,0.8677,0,0,0.142857143,0,0.142857143,0.285714286,0,0.142857143,0,0.285714286,2,3,0,0,0,0,0,0,0,0,0,0,0,7
ladymcmame,18/12/2021 20:37,"""Please,Sorry and Thank you "" are my favourite words  I never forget the importance of these words even when I'm angry",please sorry thank you my favourite word i never forget importance word even i angry,normal,-0.3058,0,0.1,0.1,0.2,0,0.3,0.2,0,0.1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,7
tkat212,18/12/2021 20:37,@Anastas32451695 Hope you have a nice birthday ??  ?? ??,hope you nice birthday,normal,0.7691,0,0,0.222222222,0.111111111,0.222222222,0.222222222,0,0,0,0.222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,4
nf1627_bella,18/12/2021 20:37,Bright now I need to see the behind the scenes Bright Vachirawit  #F4ThailandFirstPremiere #F4Thyme #bbrightvc  @bbrightvc,bright i need see behind scene bright vachirawit,normal,0.7003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
corbinwilliams_,18/12/2021 20:37,@_tonysanchez Oh yeah maybe you do lol. Thats about the same as here ??,oh yeah maybe you laugh,normal,0.6553,0,0,0,0,0.333333333,0.333333333,0,0,0,0.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,7
biggiebigzsmall,18/12/2021 20:37,@CJMurrumbeena @MaladroitIdiot @OnDimpleLane As i said I don't support any political party. I accept the truth no matter where it comes from. avi yemeni is a weasel. But if he speaks words of truth I'll accept it. Clive palmet being corrupt doesn't justify  the corruption of the current federal and state government,i say i not support political party i accept truth no matter it come avi yemeni weasel he speak word truth i accept it clive palmet corrupt not justify corruption current federal state government,normal,0.7988,0.090909091,0,0,0.272727273,0,0.272727273,0.272727273,0,0.090909091,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
awaeawaeaway,18/12/2021 20:37,the slay that was my atar score,slay my atar score,normal,0,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0,0,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0,0,4
yokohamarides,18/12/2021 20:37,@pwbnyc Didnt see that combo but the almond honey and bacon scallion were both great.,not see combo almond honey bacon scallion great,normal,0.7684,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
cutiehaechannie,18/12/2021 20:37,You did so well today bff! Thank you for doing your best every time! Please sleep and eat all the delicious foods you want! #???????    #HAECHAN #?? #NCT?? #?????,you well today best friend forever thank you your best every time please sleep eat delicious food you want,normal,0.971,0,0,0.1,0.2,0,0.4,0,0,0,0.3,4,0,0,0,0,0,0,0,0,0,0,0,0,6
musleemin7,18/12/2021 20:37,@motionwreckg We can't wait for the next update??????,we not wait next update,normal,0,0,0,0.5,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
plusdesu03,18/12/2021 20:37,"@yj_h1403 stunning!! amazing as always  and also that symmetrical for the first one, impressive!",stun amaze always also symmetrical first one impressive,normal,0.8904,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
annemulholland2,18/12/2021 20:37,"@mercedesschlapp ""Because the virus will just disappear like a miracle.""--TFG.",virus disappear like miracle tfg,normal,0.1531,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,9
syousenhiiragi,18/12/2021 20:37,@purplemeyer Dont fucking point out a better solution I know there was I just did what I thought was the most ergonomic thing ??,not fuck point good solution i know i i thought ergonomic thing,normal,0.7026,0,0,0.285714286,0.142857143,0.142857143,0.285714286,0,0,0,0.142857143,0,3,0,0,0,0,0,0,0,0,0,0,0,9
oliejoes,18/12/2021 20:37,Seriously what the fuck is wrong with people. Shoes also wanna steal?,seriously fuck wrong people shoe also want steal,normal,-0.8885,0.2,0.2,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
